FIPS,GEO_ID,NAME,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0151E,DP02_0152E,DP02_0153E
County FIPS,id,Geographic Area Name,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!COMPUTERS AND INTERNET USE!!Total households,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
01003,0500000US01003,"Baldwin County, Alabama",47583,1824,3012,21087,11633,10027,159717,3090,12068,41884,35034,16170,32781,18690,144559,51471,82325,77281,71352
01015,0500000US01015,"Calhoun County, Alabama",26109,1318,1190,11294,4287,8020,79084,3324,8871,27277,17243,7112,9082,6175,66889,15257,44636,38833,35353
01043,0500000US01043,"Cullman County, Alabama",18611,1424,1099,8775,3857,3456,58795,2649,8365,17924,13833,6783,5935,3306,47781,9241,32090,27889,26323
01049,0500000US01049,"DeKalb County, Alabama",17582,793,887,8335,4125,3442,47007,4668,5375,17881,8651,4433,3693,2306,36964,5999,24880,21513,20393
01051,0500000US01051,"Elmore County, Alabama",17678,728,1153,7869,4707,3221,57553,2087,3853,19992,11490,5821,9418,4892,51613,14310,30712,27867,25995
01055,0500000US01055,"Etowah County, Alabama",22891,1277,1418,10405,4543,5248,71744,2757,8623,23037,18303,6655,7524,4845,60364,12369,40053,35124,32343
01069,0500000US01069,"Houston County, Alabama",25351,1952,1258,10902,5733,5506,73454,3769,7241,22300,16573,6894,10453,6224,62444,16677,39761,36174,33555
01073,0500000US01073,"Jefferson County, Alabama",157128,10159,7509,65548,32359,41553,451818,9919,29820,121638,94959,39049,92039,64394,412079,156433,264753,240128,222097
01077,0500000US01077,"Lauderdale County, Alabama",23464,809,481,9291,5649,7234,64267,3100,6564,21989,13375,4953,8491,5795,54603,14286,38761,34254,28828
01081,0500000US01081,"Lee County, Alabama",59113,3546,3197,14425,8282,29663,101326,3087,5054,22314,19276,9640,21276,20679,93185,41955,64448,59968,54667
01083,0500000US01083,"Limestone County, Alabama",21757,1513,957,10030,5817,3440,68441,2133,6492,22913,12931,6481,12708,4783,59816,17491,32020,29903,29550
01089,0500000US01089,"Madison County, Alabama",92393,5256,4641,35794,18022,28680,257136,5575,12682,50143,52321,23140,68431,44844,238879,113275,155878,148135,139920
01095,0500000US01095,"Marshall County, Alabama",23791,1474,1891,9859,6542,4025,64756,4414,7177,21230,13112,5820,9708,3295,53165,13003,35330,31790,30110
01097,0500000US01097,"Mobile County, Alabama",92804,4286,6017,41182,21082,20237,280453,9120,26028,101149,57044,22914,41867,22331,245305,64198,155946,141238,122854
01101,0500000US01101,"Montgomery County, Alabama",60947,4930,2892,24459,11240,17426,151310,4799,11019,37602,32248,12095,30610,22937,135492,53547,88864,80859,74834
01103,0500000US01103,"Morgan County, Alabama",25426,1283,1308,12625,5796,4414,82462,4749,6885,29020,16090,6427,12666,6625,70828,19291,46470,41134,36139
01115,0500000US01115,"St. Clair County, Alabama",18330,476,1047,8639,4777,3391,62861,3307,5764,22413,15174,7676,5464,3063,53790,8527,32829,31061,27455
01117,0500000US01117,"Shelby County, Alabama",55299,3592,1663,24776,12247,13021,149221,3850,5845,30045,31275,11765,43560,22881,139526,66441,84048,80702,76393
01121,0500000US01121,"Talladega County, Alabama",16990,615,809,7158,4827,3581,55521,2877,8078,19600,11647,4808,5027,3484,44566,8511,30602,25876,25238
01125,0500000US01125,"Tuscaloosa County, Alabama",60207,2956,2262,18505,10238,26246,131589,3833,10494,40380,25323,9988,25100,16471,117262,41571,74259,67356,64087
01127,0500000US01127,"Walker County, Alabama",12879,515,758,6834,2666,2106,44577,2052,5823,15714,10815,4745,3902,1526,36702,5428,25153,22267,19493
02020,0500000US02020,"Anchorage Municipality, Alaska",72454,4883,5423,28665,13815,19668,190461,3239,6158,48046,46104,17702,42352,26860,181064,69212,105198,102657,97601
02090,0500000US02090,"Fairbanks North Star Borough, Alaska",26355,1736,949,10517,4355,8798,61280,1381,1273,12724,20201,5310,10212,10179,58626,20391,35556,34315,32062
02170,0500000US02170,"Matanuska-Susitna Borough, Alaska",27273,1437,1785,12442,6643,4966,70425,1181,3013,23545,18030,7531,12008,5117,66231,17125,32736,31384,28934
04001,0500000US04001,"Apache County, Arizona",19439,938,1378,8823,5136,3164,46255,4149,4297,14470,13772,4095,2837,2635,37809,5472,20925,12150,7269
04003,0500000US04003,"Cochise County, Arizona",29796,1941,1652,12371,6431,7401,88433,4006,6043,23731,22329,10223,13332,8769,78384,22101,51982,47825,42864
04005,0500000US04005,"Coconino County, Arizona",51112,2364,1546,13132,5942,28128,84682,1910,3606,17279,21288,7088,18637,14874,79166,33511,48993,46383,39713
04013,0500000US04013,"Maricopa County, Arizona",1109240,56733,55692,471384,246960,278471,3017076,157753,200414,671626,710797,264954,641198,370334,2658909,1011532,1611722,1548916,1435364
04015,0500000US04015,"Mohave County, Arizona",36087,1726,2190,17588,7235,7348,163211,4079,17157,55224,50138,14602,13958,8053,141975,22011,91095,84662,76518
04017,0500000US04017,"Navajo County, Arizona",26925,1107,1779,13099,7665,3275,73486,3635,8469,20945,24315,6478,5185,4459,61382,9644,38732,32372,25276
04019,0500000US04019,"Pima County, Arizona",259244,14056,10714,98488,51004,84982,710449,33273,51014,156065,179883,58406,134431,97377,626162,231808,410404,386546,362219
04021,0500000US04021,"Pinal County, Arizona",102732,4664,3624,49863,24632,19949,324018,15995,26936,97185,93148,27789,45318,17647,281087,62965,153413,145368,136270
04025,0500000US04025,"Yavapai County, Arizona",47465,3141,1377,18451,9684,14812,181941,2865,12083,47369,52719,15036,28432,23437,166993,51869,102784,95332,89502
04027,0500000US04027,"Yuma County, Arizona",54610,2961,2942,24632,12367,11708,137087,18932,16409,35591,35018,11710,12459,6968,101746,19427,74042,67240,60658
05007,0500000US05007,"Benton County, Arkansas",72117,4290,3541,34314,15546,14426,183203,9088,10160,53130,34185,12511,41162,22967,163955,64129,100749,95879,89358
05031,0500000US05031,"Craighead County, Arkansas",31348,3541,1730,10781,5121,10175,71813,3458,4169,23643,15891,6371,11232,7049,64186,18281,41409,38696,36454
05045,0500000US05045,"Faulkner County, Arkansas",37236,2085,1366,14262,6355,13168,76684,1905,2853,24953,17317,7127,16010,6519,71926,22529,47389,45334,44173
05051,0500000US05051,"Garland County, Arkansas",18480,1313,1174,8536,3753,3704,72565,2078,4271,20930,18515,6042,13383,7346,66216,20729,41743,38215,33812
05069,0500000US05069,"Jefferson County, Arkansas",16052,730,618,6355,3606,4743,45719,1540,4483,18015,10152,3115,5507,2907,39696,8414,27593,23154,19083
05085,0500000US05085,"Lonoke County, Arkansas",17543,1083,479,7921,5140,2920,49301,1869,3524,20122,10032,4371,6161,3222,43908,9383,26052,24116,22453
05119,0500000US05119,"Pulaski County, Arkansas",98857,8621,5792,39447,19035,25962,268684,7403,15074,70334,60057,22041,56208,37567,246207,93775,158000,144185,131741
05125,0500000US05125,"Saline County, Arkansas",26839,1690,1706,11938,7214,4291,84730,1488,7283,29344,17181,6948,14965,7521,75959,22486,45455,41551,39199
05131,0500000US05131,"Sebastian County, Arkansas",32621,2068,1997,13900,6728,7928,85379,4221,9018,24440,20387,5889,14157,7267,72140,21424,51384,45490,40219
05143,0500000US05143,"Washington County, Arkansas",75424,4716,3255,25163,13511,28779,145660,10801,12128,39707,27798,8791,27896,18539,122731,46435,89249,84628,75216
05145,0500000US05145,"White County, Arkansas",20044,762,1081,8470,3769,5962,51446,2912,6637,21972,6468,5054,5119,3284,41897,8403,28621,25108,22306
06001,0500000US06001,"Alameda County, California",410399,26682,20974,145835,77906,139002,1195107,61854,62208,206361,185649,74221,350691,254123,1071045,604814,585632,558137,530643
06007,0500000US06007,"Butte County, California",60729,2036,2423,20360,10059,25851,143815,5302,11310,31262,38051,14060,29686,14144,127203,43830,77651,73685,69577
06013,0500000US06013,"Contra Costa County, California",291133,19411,14268,113827,69034,74593,802187,41609,46067,143469,161077,65185,207074,137706,714511,344780,399792,386715,377664
06017,0500000US06017,"El Dorado County, California",41680,3187,3122,17176,8876,9319,142068,4030,5995,31638,34513,15701,34900,15291,132043,50191,74216,70830,67993
06019,0500000US06019,"Fresno County, California",300979,13611,17033,129579,65710,75046,621440,79115,66072,136503,144294,58640,91545,45271,476253,136816,315974,289522,259474
06023,0500000US06023,"Humboldt County, California",35376,1980,2525,11496,4257,15118,93098,1985,6546,19235,26048,10992,19112,9180,84567,28292,55692,51868,49500
06025,0500000US06025,"Imperial County, California",55760,4584,3348,22497,14529,10802,111755,13356,18312,26050,26366,7102,15536,5033,80087,20569,48182,44324,40529
06029,0500000US06029,"Kern County, California",268457,14437,19121,114019,64690,56190,551956,71890,58690,155083,125476,46521,64784,29512,421376,94296,272888,247290,227604
06031,0500000US06031,"Kings County, California",45620,2172,2502,17868,11564,11514,95083,12846,14231,21507,23408,6346,11434,5311,68006,16745,44761,41910,37896
06033,0500000US06033,"Lake County, California",13299,532,626,6266,3602,2273,47186,2192,4461,14354,15084,3814,4687,2594,40533,7281,25968,24128,20951
06037,0500000US06037,"Los Angeles County, California",2560950,151603,120021,942381,512945,834000,6961614,821487,581694,1438678,1287821,482385,1551191,798358,5558433,2349549,3328398,3146631,2932590
06039,0500000US06039,"Madera County, California",47271,1415,3098,18102,12874,11782,99392,14968,11918,25071,25436,7977,10116,3906,72506,14022,44387,42231,38302
06041,0500000US06041,"Marin County, California",58064,2889,4419,20807,15207,14742,188509,8418,5658,21022,29708,11194,68445,44064,174433,112509,105298,101450,97321
06045,0500000US06045,"Mendocino County, California",20402,1211,605,9405,3794,5387,61561,4423,5674,13788,17683,5647,8963,5383,51464,14346,34478,31064,28640
06047,0500000US06047,"Merced County, California",84174,3232,5325,36638,17966,21013,167460,32035,19780,40709,38447,12313,17021,7155,115645,24176,80645,75446,72769
06053,0500000US06053,"Monterey County, California",123121,7218,6771,48908,30228,29996,277924,54545,22940,57017,48091,23898,41618,29815,200439,71433,128227,123742,114172
06055,0500000US06055,"Napa County, California",31381,1734,1524,12338,7531,8254,97666,7832,6348,17961,22058,8147,21590,13730,83486,35320,48107,46009,43528
06057,0500000US06057,"Nevada County, California",16146,1279,603,6928,3932,3404,77008,1287,2341,17061,20470,8265,17364,10220,73380,27584,39365,37754,34971
06059,0500000US06059,"Orange County, California",836849,58212,36052,302339,166261,273985,2200478,160132,145322,391016,431698,169466,568673,334171,1895024,902844,1044280,1012117,970391
06061,0500000US06061,"Placer County, California",90214,6186,5532,38931,22147,17418,281521,6991,9562,50657,65208,31085,78201,39817,264968,118018,147236,143096,135448
06065,0500000US06065,"Riverside County, California",674966,28375,31607,282434,149774,182776,1620917,139469,134245,425630,406423,133859,243719,137572,1347203,381291,734948,702294,665109
06067,0500000US06067,"Sacramento County, California",407741,24358,22288,159541,82585,118969,1058536,54644,62602,246619,261413,102669,220172,110417,941290,330589,556752,531833,508898
06071,0500000US06071,"San Bernardino County, California",619576,33356,27933,252599,137999,167689,1390788,114560,153584,358404,339521,112024,203015,109680,1122644,312695,644758,614667,569794
06073,0500000US06073,"San Diego County, California",851945,48730,39793,306690,164279,292453,2287472,143094,129381,415370,497990,188990,560064,352583,2014997,912647,1132434,1087793,1049744
06075,0500000US06075,"San Francisco County, California",164113,12527,5978,49648,22613,73347,701279,47667,33872,83279,87281,34056,245885,169239,619740,415124,365851,347877,328178
06077,0500000US06077,"San Joaquin County, California",222889,11860,8755,96101,49272,56901,484712,56680,42246,141126,107036,40829,68256,28539,385786,96795,230241,218680,200992
06079,0500000US06079,"San Luis Obispo County, California",75133,3396,2606,23386,11119,34626,191183,6541,11131,37166,47666,17608,43577,27494,173511,71071,106512,103085,97661
06081,0500000US06081,"San Mateo County, California",175544,12803,11084,66869,35848,48940,555980,31068,21421,85336,85824,41384,159935,131012,503491,290947,265003,255132,247135
06083,0500000US06083,"Santa Barbara County, California",135149,5701,4693,44014,22363,58378,278334,35181,16994,50633,58182,21302,57383,38659,226159,96042,146466,138734,133554
06085,0500000US06085,"Santa Clara County, California",497626,38967,22976,180387,100360,154936,1350681,87562,61328,185865,197922,92749,378617,346638,1201791,725255,643637,621594,600973
06087,0500000US06087,"Santa Cruz County, California",80223,5007,1832,23304,12904,37176,181121,15613,7056,27947,35509,15618,45805,33573,158452,79378,97710,93199,87984
06089,0500000US06089,"Shasta County, California",40899,2092,3112,16548,8430,10717,127504,1755,6836,31700,42189,17233,19470,8321,118913,27791,72714,66155,60730
06095,0500000US06095,"Solano County, California",109346,5889,6206,44433,21675,31143,310707,17068,16421,73322,82680,31394,59359,30463,277218,89822,150393,144521,138707
06097,0500000US06097,"Sonoma County, California",113552,7272,6132,39393,26978,33777,359124,19492,17627,68082,85406,34043,83916,50558,322005,134474,190689,183362,177153
06099,0500000US06099,"Stanislaus County, California",150879,9018,6210,66860,34466,34325,349579,40006,28793,106940,88352,24905,43323,17260,280780,60583,174698,164873,152356
06101,0500000US06101,"Sutter County, California",26396,1551,1878,10902,6006,6059,62991,6558,6353,14560,15827,6469,7792,5432,50080,13224,33039,29119,27420
06103,0500000US06103,"Tehama County, California",16788,1171,722,6895,4283,3717,45751,2595,5072,14839,11301,4501,4443,3000,38084,7443,25310,23473,22263
06107,0500000US06107,"Tulare County, California",141310,6721,8443,64724,32292,29130,277457,44927,26867,70964,67482,29384,25160,12673,205663,37833,144109,132975,118880
06111,0500000US06111,"Ventura County, California",214633,12768,8520,85955,49246,58144,577254,48350,29849,120731,123943,53341,126372,74668,499055,201040,268524,251024,240375
06113,0500000US06113,"Yolo County, California",81710,2978,2885,18630,12422,44795,131248,8345,6425,26233,25244,12666,29079,23256,116478,52335,76075,72235,68576
06115,0500000US06115,"Yuba County, California",21901,1826,1724,8688,3394,6269,50675,3376,6260,12955,13967,5061,6614,2442,41039,9056,26827,25029,24312
08001,0500000US08001,"Adams County, Colorado",132161,8560,7473,61789,30614,23725,336931,20526,30431,100428,70823,29144,57475,28104,285974,85579,171977,163552,154950
08005,0500000US08005,"Arapahoe County, Colorado",160613,11181,11046,66583,35331,36472,451535,15534,18177,89876,91315,38936,121316,76381,417824,197697,246302,238975,229933
08013,0500000US08013,"Boulder County, Colorado",97668,5420,3232,28969,16444,43603,217746,6250,5918,22028,28646,13794,77590,63520,205578,141110,131854,128059,122452
08014,0500000US08014,"Broomfield County, Colorado",16705,1354,766,7176,3953,3456,49543,856,989,6653,8423,4446,16344,11832,47698,28176,28062,27710,26388
08031,0500000US08031,"Denver County, Colorado",155252,13786,7327,59615,26556,47968,530543,22288,24443,90398,84963,26728,173093,108630,483812,281723,318445,303632,291375
08035,0500000US08035,"Douglas County, Colorado",95653,6676,3850,41511,24988,18628,235325,1248,3685,29349,45538,18693,85304,51508,230392,136812,127476,125512,123615
08041,0500000US08041,"El Paso County, Colorado",193012,10427,10097,76491,37663,58334,471313,9083,14533,98112,110260,55280,115581,68464,447697,184045,265798,255741,246950
08059,0500000US08059,"Jefferson County, Colorado",127014,9225,5633,51908,25353,34895,425906,8424,14603,84577,82773,32752,131426,71351,402879,202777,236496,227113,218238
08069,0500000US08069,"Larimer County, Colorado",100388,6205,3522,31140,16301,43220,238189,2001,6471,42827,47978,22160,71744,45008,229717,116752,146638,143112,134695
08077,0500000US08077,"Mesa County, Colorado",35103,1796,1665,15725,7210,8707,107348,2688,6839,29498,27580,8769,21132,10842,97821,31974,63644,60157,56108
08101,0500000US08101,"Pueblo County, Colorado",40068,1984,1630,18112,8640,9702,116378,3351,6764,33985,30572,14452,17960,9294,106263,27254,66111,59409,54281
08123,0500000US08123,"Weld County, Colorado",89413,6591,5643,36375,19249,21555,210630,13999,12032,52714,47584,21359,38415,24527,184599,62942,111298,105970,100023
09001,0500000US09001,"Fairfield County, Connecticut",246040,15858,12295,97628,55572,64687,647664,35216,28573,141693,82543,41841,178372,139426,583875,317798,340557,321363,310229
09003,0500000US09003,"Hartford County, Connecticut",220717,13249,11549,82773,49644,63502,625639,25446,35587,160355,107431,53083,132373,111364,564606,243737,353234,329943,308523
09005,0500000US09005,"Litchfield County, Connecticut",36583,2460,1481,14479,9367,8796,135306,2492,6014,41484,23186,13313,28860,19957,126800,48817,73969,68662,66407
09007,0500000US09007,"Middlesex County, Connecticut",36991,1442,1644,14025,7875,12005,119565,1828,6040,31908,18971,9674,28756,22388,111697,51144,66884,62609,58676
09009,0500000US09009,"New Haven County, Connecticut",212536,12422,10067,74845,45189,70013,600678,26376,37140,183855,100810,41416,112267,98814,537162,211081,329006,301026,285408
09011,0500000US09011,"New London County, Connecticut",58017,3594,2845,21267,14900,15411,188179,3720,8789,53513,44306,15222,34098,28531,175670,62629,109752,101207,97494
09013,0500000US09013,"Tolland County, Connecticut",44667,2158,1476,12033,5768,23232,97922,1783,3948,26915,16455,8799,22366,17656,92191,40022,56749,54187,51154
09015,0500000US09015,"Windham County, Connecticut",26553,1145,1461,9813,6095,8039,81467,2271,6616,28638,17270,7352,12074,7246,72580,19320,47015,43420,41535
10001,0500000US10001,"Kent County, Delaware",44386,2009,2981,17305,8985,13106,121855,4662,9153,38869,27897,11425,19111,10738,108040,29849,68023,62444,60361
10003,0500000US10003,"New Castle County, Delaware",136590,9160,5641,53415,29182,39192,388655,11733,21357,115494,68477,28626,83552,59416,355565,142968,211592,201867,191066
10005,0500000US10005,"Sussex County, Delaware",46575,3224,2077,19771,11341,10162,176801,7530,12087,53279,31689,16834,31624,23758,157184,55382,96624,89781,82621
11001,0500000US11001,"District of Columbia, District of Columbia",169418,17354,9221,53065,19289,70489,505145,16459,24709,79881,65745,16922,129825,171604,463977,301429,291570,275282,254446
12001,0500000US12001,"Alachua County, Florida",92077,4798,1545,22014,9664,54056,165792,3053,7221,33057,27039,19315,38876,37231,155518,76107,103024,99757,90692
12005,0500000US12005,"Bay County, Florida",39528,2091,1700,17204,8477,10056,126060,2731,8553,36115,31556,13836,20426,12843,114776,33269,69195,66814,61357
12009,0500000US12009,"Brevard County, Florida",125742,7447,4602,51735,28442,33516,450772,7824,25987,125446,97859,56641,84941,52074,416961,137015,230043,216250,206696
12011,0500000US12011,"Broward County, Florida",468358,38959,21228,185911,95064,127196,1392064,65798,82706,393304,254599,136817,288842,169998,1243560,458840,705472,671227,621648
12015,0500000US12015,"Charlotte County, Florida",25122,661,1988,10782,5175,6516,158584,4045,10887,56412,37477,14726,22225,12812,143652,35037,76589,71391,67393
12017,0500000US12017,"Citrus County, Florida",20881,1702,651,9257,5337,3934,120131,3359,11164,37558,29734,11156,15281,11879,105608,27160,64448,59974,55381
12019,0500000US12019,"Clay County, Florida",53737,2741,2574,22918,13060,12444,151268,2661,5122,42188,36382,21594,28299,15022,143485,43321,75793,73301,71089
12021,0500000US12021,"Collier County, Florida",67608,4108,2409,28112,17611,15368,293211,16828,15671,79547,50711,25574,61075,43805,260712,104880,140578,134309,124786
12023,0500000US12023,"Columbia County, Florida",15636,654,894,6788,4739,2561,48523,1231,5304,20456,10580,3490,4933,2529,41988,7462,25240,23779,20721
12031,0500000US12031,"Duval County, Florida",221200,14715,11993,96813,39432,58247,658820,20804,42797,188630,138734,66360,133607,67888,595219,201495,368668,345469,325941
12033,0500000US12033,"Escambia County, Florida",74834,4569,2424,31231,12973,23637,216927,7276,17116,64979,52298,23295,32156,19807,192535,51963,120618,111469,101336
12035,0500000US12035,"Flagler County, Florida",22139,804,850,9919,5252,5314,88396,2256,5456,30934,18889,7415,15520,7926,80684,23446,44464,41917,33952
12053,0500000US12053,"Hernando County, Florida",37923,1470,2458,17143,7889,8963,144676,4013,11842,47866,37531,14829,19165,9430,128821,28595,78755,74975,71261
12055,0500000US12055,"Highlands County, Florida",18103,1774,551,8798,4304,2676,80665,3910,8084,28880,19129,7185,8955,4522,68671,13477,43351,38247,34006
12057,0500000US12057,"Hillsborough County, Florida",354680,21731,18875,142661,73368,98045,1017078,50696,64165,273738,176776,98150,221014,132539,902217,353553,541584,519751,492984
12061,0500000US12061,"Indian River County, Florida",27633,1895,1403,11567,7940,4828,124448,4330,7021,36038,26075,12045,25733,13206,113097,38939,63917,59039,53742
12069,0500000US12069,"Lake County, Florida",69885,4792,3686,32852,16112,12443,273207,9795,19138,82050,62114,30853,43256,26001,244274,69257,139192,131313,121664
12071,0500000US12071,"Lee County, Florida",145714,11191,7161,59944,33415,34003,584326,27714,36487,181330,114757,54635,105918,63485,520125,169403,286887,275502,257708
12073,0500000US12073,"Leon County, Florida",100556,3962,2523,25123,12530,56418,175914,3794,9582,32025,34081,14013,45460,36959,162538,82419,116283,111627,103567
12081,0500000US12081,"Manatee County, Florida",75482,5644,2174,35926,16502,15236,302893,9259,19951,90491,60933,29317,55472,37470,273683,92942,145171,139180,127670
12083,0500000US12083,"Marion County, Florida",70228,3298,4041,30772,16636,15481,273855,8631,21508,100297,57963,29025,34545,21886,243716,56431,145622,135983,127602
12085,0500000US12085,"Martin County, Florida",29372,1948,1076,12529,6140,7679,125010,3004,8005,30810,27992,10851,26848,17500,114001,44348,65014,60758,57042
12086,0500000US12086,"Miami-Dade County, Florida",672687,48798,30118,248406,134564,210801,1941926,184601,197038,507716,284248,173187,374163,220973,1560287,595136,912805,856771,733389
12087,0500000US12087,"Monroe County, Florida",10540,572,673,5083,1916,2296,58378,1917,2162,16034,12094,6052,12139,7980,54299,20119,32839,30760,27913
12089,0500000US12089,"Nassau County, Florida",16016,928,773,8153,3700,2462,66706,2867,4753,20436,13742,5200,12535,7173,59086,19708,35212,34619,31963
12091,0500000US12091,"Okaloosa County, Florida",46583,3225,2853,21014,10029,9462,144638,2702,7621,40117,33714,14797,29747,15940,134315,45687,76097,71478,67452
12095,0500000US12095,"Orange County, Florida",367721,25938,15966,135101,69334,121382,944200,42789,68167,236539,165575,98413,220004,112713,833244,332717,457949,439587,413048
12097,0500000US12097,"Osceola County, Florida",100082,4822,4947,42158,20501,27654,248607,13800,21811,72733,50327,29427,39637,20872,212996,60509,111539,106353,96940
12099,0500000US12099,"Palm Beach County, Florida",325355,22957,14166,127877,71922,88433,1101068,65029,56013,261427,201028,102452,250259,164860,980026,415119,568915,539146,498486
12101,0500000US12101,"Pasco County, Florida",114249,7612,5065,50239,26465,24868,402199,11338,27625,132873,84385,43773,67700,34505,363236,102205,212856,201988,184933
12103,0500000US12103,"Pinellas County, Florida",183441,13733,8041,70389,34274,57004,754705,21397,46613,206958,156080,74635,162734,86288,686695,249022,395286,370429,344187
12105,0500000US12105,"Polk County, Florida",165894,8769,8956,68107,39419,40643,504283,24240,43172,172422,106924,52885,69107,35533,436871,104640,238629,220047,194629
12107,0500000US12107,"Putnam County, Florida",15646,1114,602,7906,3435,2589,53584,2345,7079,20910,11582,5028,4076,2564,44160,6640,30866,26957,25664
12109,0500000US12109,"St. Johns County, Florida",61665,3643,3282,25921,14777,14042,187354,2303,5906,41562,35675,15853,53543,32512,179145,86055,94761,90166,85305
12111,0500000US12111,"St. Lucie County, Florida",67008,4235,3012,29927,14044,15790,240303,11156,21024,79655,51723,25052,33543,18150,208123,51693,116900,111047,104111
12113,0500000US12113,"Santa Rosa County, Florida",40884,1857,2182,18029,9375,9441,129127,3527,8075,36575,31750,14655,23129,11416,117525,34545,66187,62835,60513
12115,0500000US12115,"Sarasota County, Florida",69659,3221,2382,29564,16546,17946,346738,7484,14112,97060,69984,31825,71682,54591,325142,126273,187411,177404,165857
12117,0500000US12117,"Seminole County, Florida",117736,7030,5826,44599,23804,36477,334286,7606,13665,71422,64072,39775,89063,48683,313015,137746,181142,175513,167275
12119,0500000US12119,"Sumter County, Florida",8955,343,406,3771,2582,1853,118386,1429,5128,37763,24590,10172,24444,14860,111829,39304,59458,57277,53162
12127,0500000US12127,"Volusia County, Florida",107705,4659,7067,41516,24776,29687,412871,12046,24530,136707,89905,50275,62946,36462,376295,99408,219451,209180,187171
12131,0500000US12131,"Walton County, Florida",15503,1382,543,7697,2684,3197,54627,1025,4081,15310,11936,5949,11481,4845,49521,16326,26475,25009,22451
13013,0500000US13013,"Barrow County, Georgia",21646,1383,1516,10088,4793,3866,55286,2363,6029,17455,11802,4888,8289,4460,46894,12749,27765,25877,25196
13015,0500000US13015,"Bartow County, Georgia",26587,1230,865,13496,4717,6279,72076,3942,7693,25148,18025,4499,9338,3431,60441,12769,39742,36606,31810
13021,0500000US13021,"Bibb County, Georgia",42694,1888,2186,17535,7734,13351,100417,4058,9067,30714,24417,7148,13643,11370,87292,25013,56726,49968,46527
13031,0500000US13031,"Bulloch County, Georgia",30023,827,632,7055,3380,18129,44070,487,3969,13991,9583,4298,7042,4700,39614,11742,28660,27468,23590
13045,0500000US13045,"Carroll County, Georgia",30377,2527,1372,11894,6296,8288,77477,3588,9603,27535,17280,4850,8732,5889,64286,14621,42798,39117,37078
13047,0500000US13047,"Catoosa County, Georgia",16579,1511,1078,7022,3672,3296,46682,791,3744,15118,11190,4924,7739,3176,42147,10915,24130,22382,21281
13051,0500000US13051,"Chatham County, Georgia",75173,4822,3466,29779,11819,25287,197156,5942,14507,48665,50105,10752,41921,25264,176707,67185,107987,101568,92698
13057,0500000US13057,"Cherokee County, Georgia",67429,5440,2780,29633,15678,13898,176477,6694,9551,40649,38510,13757,47155,20161,160232,67316,93441,87520,84680
13059,0500000US13059,"Clarke County, Georgia",50460,1191,2741,8925,3419,34184,71774,1588,4769,11545,12348,7010,17499,17015,65417,34514,52124,48693,44701
13063,0500000US13063,"Clayton County, Georgia",82931,2061,6441,37151,17730,19548,181688,11397,18189,64360,37868,15723,22901,11250,152102,34151,97030,91332,83811
13067,0500000US13067,"Cobb County, Georgia",197554,15851,10677,76222,41368,53436,515943,23756,17280,93519,95962,37764,157034,90628,474907,247662,286952,281513,272399
13073,0500000US13073,"Columbia County, Georgia",42130,1261,2501,18454,9432,10482,103621,2108,4944,22367,20009,11845,27509,14839,96569,42348,46890,44740,41447
13077,0500000US13077,"Coweta County, Georgia",37003,1744,3074,16667,8075,7443,101159,4123,6357,27107,25807,10691,16896,10178,90679,27074,53640,51175,46722
13089,0500000US13089,"DeKalb County, Georgia",194065,14861,9233,76125,36616,57230,521555,20748,31163,111366,83587,40412,133066,101213,469644,234279,289829,272285,255990
